Title,Publisher,Link,DiscountPCT,OriginalPrice,DiscountPrice,Discount_Endtime,Rating,Rating_count,Genre,ReleaseDate,Rating_Count
"Suicide Squad: Kill the Justice League - Digital Deluxe Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Warner Bros. Interactive,https://store.playstation.com/en-hk/product/UP1018-PPSA02182_00-SSKTJLDELUXE0000,0.4,780,468,13/3/2024 02:59 PM UTC,4.31,8.6k,Shooter,29/01/2024,8600
Horizon Forbidden West™: Burning Shores (English/Chinese/Korean Ver.),Sony Interactive Entertainment,https://store.playstation.com/en-hk/product/EP9000-PPSA01521_00-BURNINGSHORESPS5,0.35,148,96.2,20/3/2024 03:59 PM UTC,4.55,29,Action,18/04/2023,29
"Horizon Forbidden West™ Complete Edition (Simplified Chinese, English, Korean, Thai, Japanese, Traditional Chinese)",Sony Interactive Entertainment,https://store.playstation.com/en-hk/product/EP9000-PPSA17903_00-HFWCE00000000000,0.34,468,308.88,20/3/2024 03:59 PM UTC,4.64,32k,Action,05/10/2023,32000
"UNCHARTED: Legacy of Thieves Collection (Simplified Chinese, English, Korean, Traditional Chinese)",Sony Interactive Entertainment,https://store.playstation.com/en-hk/product/HP9000-PPSA05686_00-UNCHARTED4R00000,0.6,398,159.2,20/3/2024 03:59 PM UTC,4.74,179k,"Action, Adventure",27/01/2022,179000
"Marvel's Spider-Man: Miles Morales Ultimate Edition (Simplified Chinese, English, Korean, Traditional Chinese)",Sony Interactive Entertainment,https://store.playstation.com/en-hk/product/HP9000-PPSA01419_00-MARVELSSMMDDE000,0.43,568,323.76,20/3/2024 03:59 PM UTC,4.58,102k,Action,11/11/2020,102000
"NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS Sound Ultimate Edition PS4™ & PS5® (Simplified Chinese, Korean, Traditional Chinese)",Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-PPSA06979_00-NARUTOUNSAULT000,0.3,839,587.3,20/3/2024 03:59 PM UTC,3.73,3.3k,"Action, Fighting, Adventure",15/11/2023,3300
Bloodborne™ The Old Hunters Edition (English/Chinese/Korean Ver.),Sony Interactive Entertainment,https://store.playstation.com/en-hk/product/HP9000-CUSA03023_00-BLOODBORNE0000AS,0.5,268,134,20/3/2024 03:59 PM UTC,4.73,219k,"Action, Role Playing Games",24/11/2015,219000
"Metro Exodus: Gold Edition (Simplified Chinese, English, Korean, Traditional Chinese)",Deep Silver,https://store.playstation.com/en-hk/product/UP2047-PPSA02395_00-821MEEGOLDEDGEN9,0.85,308,46.2,20/3/2024 03:59 PM UTC,4.53,43k,"Action, Adventure, Shooter",18/06/2021,43000
Metro Exodus - Expansion Pass (Add-On),Deep Silver,https://store.playstation.com/en-hk/product/UP2047-PPSA02395_00-METROEXODUSEPGN9,0.8,108,21.6,20/3/2024 03:59 PM UTC,0,0,"Action, Adventure, Shooter",18/06/2021,0
"STRANGER OF PARADISE FINAL FANTASY ORIGIN Digital Deluxe Edition PS4 & PS5 (English, Japanese)","KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/JP0082-PPSA03231_00-SOPFFORIGINDDE00,0.4,500,300,20/3/2024 03:59 PM UTC,4,3.6k,Action,14/03/2022,3600
"STRANGER OF PARADISE FINAL FANTASY ORIGIN Digital Deluxe Edition PS4 & PS5 (Simplified Chinese, Korean, Traditional Chinese)","KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/HP0106-PPSA03908_00-SOPFFORIGINDDE00,0.4,500,300,20/3/2024 03:59 PM UTC,4,3.6k,Action,14/03/2022,3600
"STRANGER OF PARADISE FINAL FANTASY ORIGIN PS4 & PS5 (English, Japanese)","KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/JP0082-PPSA03231_00-SOPFFORIGIN00000,0.4,314,188.4,20/3/2024 03:59 PM UTC,4,3.6k,Action,14/03/2022,3600
"STRANGER OF PARADISE FINAL FANTASY ORIGIN PS4 & PS5 (Simplified Chinese, Korean, Traditional Chinese)","KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/HP0106-PPSA03908_00-SOPFFORIGIN00000,0.4,314,188.4,20/3/2024 03:59 PM UTC,4,3.6k,Action,14/03/2022,3600
"STRANGER OF PARADISE FINAL FANTASY ORIGIN Digital Deluxe Upgrade (English, Japanese)","KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/JP0082-PPSA03231_00-SOPFFODDU0000000,0.4,186,111.6,20/3/2024 03:59 PM UTC,4,3.6k,Action,17/03/2022,3600
"STRANGER OF PARADISE FINAL FANTASY ORIGIN Digital Deluxe Upgrade (Simplified Chinese, Korean, Traditional Chinese)","KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/HP0106-PPSA03908_00-SOPFFODDU0000000,0.4,186,111.6,20/3/2024 03:59 PM UTC,4,3.6k,Action,17/03/2022,3600
Season Pass: STRANGER OF PARADISE FINAL FANTASY ORIGIN (English/Japanese Ver.),"KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/JP0082-PPSA03231_00-SOPFFOSEASONPASS,0.4,150,90,20/3/2024 03:59 PM UTC,0,0,Action,19/07/2022,0
Season Pass: STRANGER OF PARADISE FINAL FANTASY ORIGIN (Chinese/Korean Ver.),"KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/HP0106-PPSA03908_00-SOPFFOSEASONPASS,0.4,150,90,20/3/2024 03:59 PM UTC,0,0,Action,19/07/2022,0
"Diablo® Prime Evil Collection (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","Blizzard Entertainment, Inc.",https://store.playstation.com/en-hk/product/UP0002-PPSA02443_00-DIABLOPRIMEEVIL0,0.67,469,154.77,20/3/2024 03:59 PM UTC,3.62,14k,"Action, Adventure, Role Playing Games",22/09/2021,14000
"Diablo® II: Resurrected™ (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","Blizzard Entertainment, Inc.",https://store.playstation.com/en-hk/product/UP0002-PPSA02443_00-D2RESURRECTED000,0.67,311,102.63,20/3/2024 03:59 PM UTC,3.62,14k,"Action, Adventure, Role Playing Games",22/09/2021,14000
"Overcooked! 2 - Gourmet Edition (Simplified Chinese, English, Korean, Japanese)",Team17 Digital Ltd,https://store.playstation.com/en-hk/product/EP4064-CUSA10870_00-ASIA000000000008,0.75,354,88.5,20/3/2024 03:59 PM UTC,4.5,9.3k,"Action, Casual, Family",08/04/2020,9300
Overcooked! 2 - Season Pass (English/Chinese/Korean/Japanese Ver.),Team17 Digital Ltd,https://store.playstation.com/en-hk/product/EP4064-CUSA10870_00-ASIA000000000005,0.6,157,62.8,20/3/2024 03:59 PM UTC,3.79,150,Family,19/04/2019,150
Overcooked! 2 - Campfire Cook Off (English/Chinese/Korean/Japanese Ver.),Team17 Digital Ltd,https://store.playstation.com/en-hk/product/EP4064-CUSA10870_00-ASIA000000000004,0.75,47,11.75,20/3/2024 03:59 PM UTC,3.19,112,Family,19/04/2019,112
Overcooked! 2 - Carnival of Chaos (English/Chinese/Korean/Japanese Ver.),Team17 Digital Ltd,https://store.playstation.com/en-hk/product/EP4064-CUSA10870_00-ASIA000000000007,0.5,47,23.5,20/3/2024 03:59 PM UTC,3.46,56,Family,13/09/2019,56
Overcooked! 2 - Night of the Hangry Horde (English/Chinese/Korean/Japanese Ver.),Team17 Digital Ltd,https://store.playstation.com/en-hk/product/EP4064-CUSA10870_00-ASIA000000000006,0.5,78,39,20/3/2024 03:59 PM UTC,3.62,37,Family,17/06/2019,37
Overcooked! 2 - Surf 'n' Turf (English/Chinese/Korean/Japanese Ver.),Team17 Digital Ltd,https://store.playstation.com/en-hk/product/EP4064-CUSA10870_00-ASIA000000000003,0.5,50,25,20/3/2024 03:59 PM UTC,3.1,170,Family,01/11/2018,170
Overcooked! 2 - Too Many Cooks Pack (English/Chinese/Korean/Japanese Ver.),Team17 Digital Ltd,https://store.playstation.com/en-hk/product/EP4064-CUSA10870_00-ASIA000000000001,0.5,23,11.5,20/3/2024 03:59 PM UTC,3.04,72,Family,27/09/2018,72
"Forspoken (Simplified Chinese, English, Korean, Thai, Japanese, Traditional Chinese)","SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/HP0082-PPSA03985_00-ATHIA00000000003,0.6,568,227.2,20/3/2024 03:59 PM UTC,3.87,2.5k,"Action, Role Playing Games",23/01/2023,2500
"Forspoken Digital Deluxe Upgrade (Simplified Chinese, English, Korean, Thai, Japanese, Traditional Chinese)","SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/HP0082-PPSA03985_00-8971847611927297,0.6,190,76,20/3/2024 03:59 PM UTC,3.87,2.5k,"Action, Role Playing Games",23/01/2023,2500
CAPTAIN TSUBASA: RISE OF NEW CHAMPIONS (Traditional Chinese),Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-CUSA14834_00-0000000000000001,0.75,299,74.75,20/3/2024 03:59 PM UTC,4.39,5k,Sport,26/08/2020,5000
"The Elder Scrolls V: Skyrim Anniversary Edition - PS5 & PS4 (Simplified Chinese, English, Traditional Chinese)",Bethesda Softworks,https://store.playstation.com/en-hk/product/HP1003-PPSA04637_00-SKY10ANNIVERSARY,0.67,388,128.04,20/3/2024 03:59 PM UTC,4.76,66k,"Role Playing Games, Action",15/09/2022,66000
ACE COMBAT™ 7: SKIES UNKNOWN (Chinese/Korean Ver.),Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-CUSA07163_00-ASIAFULLGAME0000,0.9,489,48.9,20/3/2024 03:59 PM UTC,4.59,18k,"Action, Simulation, Shooter",16/01/2019,18000
ACE COMBAT™ 7: SKIES UNKNOWN Season Pass (Chinese/Korean Ver.),Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-CUSA07163_00-0000000000000000,0.6,169,67.6,20/3/2024 03:59 PM UTC,4.61,261,"Action, Shooter, Unique",16/01/2019,261
"Cult of the Lamb: Heretic Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Devolver Digital,https://store.playstation.com/en-hk/product/UP3643-PPSA06464_00-0069258593494389,0.4,268,160.8,20/3/2024 03:59 PM UTC,4.59,3.8k,"Action, Adventure, Strategy",24/05/2023,3800
ONE PIECE: PIRATE WARRIORS 4 (Chinese/Korean Ver.),Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-CUSA16646_00-ASIAFULLGAME0000,0.7,299,89.7,20/3/2024 03:59 PM UTC,4.66,7.4k,Action,25/03/2020,7400
ONE PIECE: PIRATE WARRIORS 4 Character Pass (Add-On),Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-CUSA16646_00-ASPS000000000002,0.67,239,78.87,20/3/2024 03:59 PM UTC,4.44,387,"Action, Adventure",25/03/2020,387
"FATAL FRAME: Mask of the Lunar Eclipse Digital Deluxe Edition (PS4 & PS5) (Simplified Chinese, English, Traditional Chinese)","KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/HP0106-PPSA10277_00-APPZEROMOLDDX000,0.3,576,403.2,20/3/2024 03:59 PM UTC,4.38,702,"Adventure, Horror",08/03/2023,702
"FATAL FRAME: Mask of the Lunar Eclipse (PS4 & PS5) (Simplified Chinese, English, Traditional Chinese)","KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/HP0106-PPSA10277_00-APPZEROMOL000000,0.3,412,288.4,20/3/2024 03:59 PM UTC,4.38,702,Horror,08/03/2023,702
FATAL FRAME: Mask of the Lunar Eclipse Digital Deluxe Upgrade Pack (Add-On),"KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/HP0106-PPSA10277_00-ZEROMOLDDXUG0000,0.3,181,126.7,20/3/2024 03:59 PM UTC,0,0,"Adventure, Horror",08/03/2023,0
"Kingdom Come: Deliverance Royal Edition (English, Korean)",PLAION,https://store.playstation.com/en-hk/product/EP4062-CUSA15436_00-ASIA000000000000,0.9,314,31.4,20/3/2024 03:59 PM UTC,4.05,19k,Role Playing Games,11/06/2019,19000
Kingdom Come: Deliverance - DLC Collection (English Ver.),PLAION,https://store.playstation.com/en-hk/product/EP4062-CUSA07180_00-ASIA000000000005,0.75,157,39.25,20/3/2024 03:59 PM UTC,4.43,7,"Adventure, Role Playing Games, Role Playing Games",16/06/2019,0
"FATAL FRAME: Maiden of Black Water Digital Deluxe Edition PS4 & PS5 (Simplified Chinese, English, Traditional Chinese)","KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/HP0106-PPSA04336_00-MOBWDDX000000000,0.3,421,294.7,20/3/2024 03:59 PM UTC,4.66,1.7k,Horror,27/10/2021,1700
"FATAL FRAME: Maiden of Black Water PS4 & PS5 (Simplified Chinese, English, Traditional Chinese)","KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/HP0106-PPSA04336_00-APPFOCUS00000000,0.3,315,220.5,20/3/2024 03:59 PM UTC,4.66,1.7k,Horror,27/10/2021,1700
FATAL FRAME 20th Anniversary Celebration DLC (Add-On),"KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/HP0106-PPSA04336_00-DLCFOCUS00000100,0.3,117,81.9,20/3/2024 03:59 PM UTC,0,0,Horror,27/10/2021,0
"Cities: Skylines - Premium Edition 2 (English, Korean)",Paradox Interactive,https://store.playstation.com/en-hk/product/EP4139-CUSA06407_00-ASIA000000000008,0.75,547,136.75,20/3/2024 03:59 PM UTC,4.06,25k,"Simulation, Simulation",11/02/2019,25000
Cities Skylines - Mass Transit (English/Chinese Ver.),PARADOX INTERACTIVE AB,https://store.playstation.com/en-hk/product/EP4139-PPSA09192_00-CSMASSTRANSIT000,0.5,108,54,20/3/2024 03:59 PM UTC,0,0,Simulation,15/02/2023,0
Cities: Skylines - Hotels & Retreats (English/Chinese/Korean Ver.),PARADOX INTERACTIVE AB,https://store.playstation.com/en-hk/product/EP4139-PPSA09192_00-CSHOTELSRETREATS,0.5,78,39,20/3/2024 03:59 PM UTC,0,0,Simulation,10/08/2023,0
Cities: Skylines - Industries (English/Chinese Ver.),PARADOX INTERACTIVE AB,https://store.playstation.com/en-hk/product/EP4139-PPSA09192_00-CSINDUSTIRES0000,0.5,108,54,20/3/2024 03:59 PM UTC,0,0,Simulation,15/02/2023,0
Cities Skylines - Airports (English/Chinese Ver.),PARADOX INTERACTIVE AB,https://store.playstation.com/en-hk/product/EP4139-PPSA09192_00-CSAIRPORTS000000,0.5,108,54,20/3/2024 03:59 PM UTC,0,0,Simulation,15/02/2023,0
Cities Skylines - Green Cities (English/Chinese Ver.),PARADOX INTERACTIVE AB,https://store.playstation.com/en-hk/product/EP4139-PPSA09192_00-CSGREENCITIES000,0.5,108,54,20/3/2024 03:59 PM UTC,4,1,Simulation,15/02/2023,0
Cities Skylines - Sunset Harbor (English/Chinese Ver.),PARADOX INTERACTIVE AB,https://store.playstation.com/en-hk/product/EP4139-PPSA09192_00-CSSUNSETHARBOR00,0.5,108,54,20/3/2024 03:59 PM UTC,0,0,Simulation,15/02/2023,0
Cities: Skylines - Plazas & Promenades (English/Chinese/Korean Ver.),PARADOX INTERACTIVE AB,https://store.playstation.com/en-hk/product/EP4139-PPSA09192_00-CITIESPLAZAS0000,0.5,108,54,20/3/2024 03:59 PM UTC,0,0,Simulation,08/05/2023,0
Cities: Skylines - Plazas and Promenades Bundle (Add-On),Paradox Interactive,https://store.playstation.com/en-hk/product/EP4139-CUSA06407_00-CSPLAZASBUNDLEEU,0.5,238,119,20/3/2024 03:59 PM UTC,4.74,23,"Simulation, Simulator",14/09/2022,23
Cities: Skylines -  Creator Pack: Railroads of Japan (English/Chinese/Korean Ver.),PARADOX INTERACTIVE AB,https://store.playstation.com/en-hk/product/EP4139-PPSA09192_00-CSCCPRAILROADSJP,0.5,38,19,20/3/2024 03:59 PM UTC,0,0,Simulation,10/08/2023,0
Cities Skylines - Parklife (English/Chinese Ver.),PARADOX INTERACTIVE AB,https://store.playstation.com/en-hk/product/EP4139-PPSA09192_00-CSPARKLIFE000000,0.5,108,54,20/3/2024 03:59 PM UTC,0,0,Simulation,15/02/2023,0
"Sniper Elite 5: Conqueror Mission, Weapon and Skin Pack (English/Chinese/Korean/Japanese Ver.)",REBELLION DEVELOPMENTS LTD,https://store.playstation.com/en-hk/product/EP4529-PPSA04444_00-SNIPERE5DLC00007,0.5,78,39,20/3/2024 03:59 PM UTC,0,0,Shooter,29/11/2022,0
Sniper Elite 5: Death From Above Weapon and Skin Pack (English/Chinese/Korean/Japanese Ver.),REBELLION DEVELOPMENTS LTD,https://store.playstation.com/en-hk/product/EP4529-PPSA04444_00-SNIPERE5DLC00012,0.5,78,39,20/3/2024 03:59 PM UTC,0,0,Action,11/04/2023,0
Sniper Elite 5: Kraken Awakes Mission and Weapon Pack (English/Chinese/Korean/Japanese Ver.),REBELLION DEVELOPMENTS LTD,https://store.playstation.com/en-hk/product/EP4529-PPSA04444_00-SNIPERE5DLC00014,0.5,78,39,20/3/2024 03:59 PM UTC,0,0,Shooter,06/07/2023,0
Sniper Elite 5: Landing Force Mission and Weapon Pack (English/Chinese/Korean/Japanese Ver.),REBELLION DEVELOPMENTS LTD,https://store.playstation.com/en-hk/product/EP4529-PPSA04444_00-SNIPERE5DLC00003,0.5,108,54,20/3/2024 03:59 PM UTC,4,1,"Shooter, Action",26/07/2022,0
Sniper Elite 5: Rough Landing Mission and Weapon Pack (English/Chinese/Korean/Japanese Ver.),REBELLION DEVELOPMENTS LTD,https://store.playstation.com/en-hk/product/EP4529-PPSA04444_00-SNIPERE5DLC00010,0.5,108,54,20/3/2024 03:59 PM UTC,3,5,Shooter,07/03/2023,0
Sniper Elite 5: Target Führer - Wolf Mountain (English/Chinese/Korean/Japanese Ver.),REBELLION DEVELOPMENTS LTD,https://store.playstation.com/en-hk/product/EP4529-PPSA04444_00-SNIPERE5DLC00001,0.5,78,39,20/3/2024 03:59 PM UTC,0,0,"Fighting, Action",25/05/2022,0
"HITMAN World of Assassination Part One (Simplified Chinese, English, Traditional Chinese)",IO INTERACTIVE,https://store.playstation.com/en-hk/product/UP4572-PPSA01768_00-000000WOAPARTONE,0.6,238,95.2,20/3/2024 03:59 PM UTC,4.35,25k,Action,18/12/2023,25000
"A Plague Tale Bundle (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Focus Entertainment,https://store.playstation.com/en-hk/product/EP4133-PPSA02785_00-APLAGUEINREQBDLE,0.5,638,319,20/3/2024 03:59 PM UTC,4.55,12k,Adventure,18/01/2023,12000
Diablo III: Eternal Collection (English Ver.),"Blizzard Entertainment, Inc.",https://store.playstation.com/en-hk/product/UP0002-CUSA00242_00-ASIAERNALCOLL000,0.67,465,153.45,20/3/2024 03:59 PM UTC,4.75,66k,"Role Playing Games, Action, Role Playing Games",27/06/2017,66000
"DRAGON BALL XENOVERSE 2 Special Edition (Simplified Chinese, Korean, Japanese, Traditional Chinese)",Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-CUSA05085_00-DBXV2SPEDITION00,0.4,399,239.4,20/3/2024 03:59 PM UTC,3.84,214k,"Action, Fighting",11/10/2023,214000
DRAGON BALL XENOVERSE 2 - Legendary Pack Set (Chinese/Korean Ver.),Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-CUSA05085_00-SPASS50000000000,0.5,129,64.5,20/3/2024 03:59 PM UTC,4.56,27,"Action, Casual, Fighting",18/03/2021,27
DRAGON BALL XENOVERSE 2 - Extra Pass (Chinese/Korean Ver.),Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-CUSA05085_00-0000000000000004,0.5,199,99.5,20/3/2024 03:59 PM UTC,4.42,109,Action,19/12/2018,109
DRAGON BALL XENOVERSE 2 - Super Pass (Chinese/Korean Ver.),Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-CUSA05085_00-0000000000000000,0.5,210,105,20/3/2024 03:59 PM UTC,4.25,278,Action,01/12/2016,278
DRAGON BALL XENOVERSE 2 - Legend Patrol Pack (Chinese/Korean Ver.),Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-CUSA05085_00-DBXV2KEY59DLCXV1,0.5,79,39.5,20/3/2024 03:59 PM UTC,4.4,10,"Action, Casual, Fighting",07/07/2022,10
DRAGON BALL XENOVERSE 2 - Ultra Pack Set (Chinese/Korean Ver.),Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-CUSA05085_00-0000000000000006,0.5,119,59.5,20/3/2024 03:59 PM UTC,4.41,68,"Action, Casual, Fighting",10/07/2019,68
DRAGON BALL XENOVERSE 2 - Legendary Pack 2 (Chinese/Korean Ver.),Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-CUSA05085_00-DBXV2KEYA3DLCA13,0.5,80,40,20/3/2024 03:59 PM UTC,4.52,25,"Action, Casual, Fighting",05/11/2021,25
DRAGON BALL XENOVERSE 2 - Extra DLC Pack 2 (Chinese/Korean Ver.),Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-CUSA05085_00-DBXV2KEY67DLC600,0.5,79,39.5,20/3/2024 03:59 PM UTC,4.55,272,"Action, Casual, Fighting",07/03/2018,272
DRAGON BALL XENOVERSE 2 - Extra DLC Pack 3 (Chinese/Korean Ver.),Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-CUSA05085_00-DBXV2KEY82DLC700,0.5,64,32,20/3/2024 03:59 PM UTC,4.39,70,"Action, Casual, Fighting",28/08/2018,70
DRAGON BALL XENOVERSE 2 - Extra DLC Pack 1 (Chinese/Korean Ver.),Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-CUSA05085_00-0000000000000002,0.5,79,39.5,20/3/2024 03:59 PM UTC,4.33,82,Action,28/11/2017,82
"VALKYRIE ELYSIUM - Digital Deluxe Edition PS4 & PS5 (En/Jp Ver.) (English, Japanese)",SQUARE ENIX CO. LTD.,https://store.playstation.com/en-hk/product/UP0082-PPSA07274_00-VEPS5DDXUP000001,0.6,599,239.6,20/3/2024 03:59 PM UTC,4.02,1.3k,"Action, Role Playing Games",25/09/2022,1300
"VALKYRIE ELYSIUM - Digital Deluxe Edition PS4 & PS5 (zh/Ko Ver.) (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/HP0082-PPSA07276_00-VEPS5DDXASIA0001,0.6,599,239.6,20/3/2024 03:59 PM UTC,4.02,1.3k,"Action, Role Playing Games",25/09/2022,1300
"Dying Light: The Following - Enhanced Edition (Simplified Chinese, English, Traditional Chinese)",TECHLAND,https://store.playstation.com/en-hk/product/EP1018-CUSA03991_00-ASIA000000000000,0.7,238,71.4,20/3/2024 03:59 PM UTC,4.63,84k,Action,09/02/2016,84000
Crash™ Team Racing Nitro-Fueled - Nitros Oxide Edition (English Ver.),Activision,https://store.playstation.com/en-hk/product/UP0002-CUSA13795_00-ASIACTRDELUXE001,0.65,428,149.8,20/3/2024 03:59 PM UTC,4.37,25k,Driving/Racing,20/06/2019,25000
Marvel's Spider-Man: The City That Never Sleeps (English/Chinese/Korean Ver.),Sony Interactive Entertainment,https://store.playstation.com/en-hk/product/HP9000-CUSA09893_00-CTNSBUNDLE000000,0.5,198,99,20/3/2024 03:59 PM UTC,4.38,8.8k,Action,06/09/2018,8800
"F1® Manager 2023 Deluxe Edition (Simplified Chinese, English, Japanese)",FRONTIER DEVELOPMENTS PLC,https://store.playstation.com/en-hk/product/EP2377-PPSA15480_00-F1MANA23DELUXEED,0.65,568,198.8,20/3/2024 03:59 PM UTC,4.11,471,"Driving/Racing, Simulation, Sport",27/07/2023,471
Detroit: Become Human™ Digital Deluxe Edition (English/Chinese/Korean Ver.),Sony Interactive Entertainment,https://store.playstation.com/en-hk/product/HP9000-CUSA08392_00-ASIAPLACEHOLDER1,0.5,238,119,20/3/2024 03:59 PM UTC,4.69,115k,"Action, Adventure",24/05/2018,115000
DRAGON QUEST BUILDERS 2 (English Ver.),"SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/UP0082-CUSA11230_00-ASIAFULLGAME0000,0.4,338,202.8,20/3/2024 03:59 PM UTC,4.7,5.3k,"Role Playing Games, Adventure, Role Playing Games",11/07/2019,5300
DRAGON QUEST BUILDERS 2 (Japanese Ver.),"SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/JP0082-CUSA10373_00-ASIA000000000000,0.4,338,202.8,20/3/2024 03:59 PM UTC,4.7,5.3k,"Role Playing Games, Adventure, Role Playing Games",19/12/2018,5300
DRAGON QUEST BUILDERS 2 (Chinese/Korean Ver.),"SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/HP0082-CUSA13561_00-ASIAFULLGAME0000,0.4,338,202.8,20/3/2024 03:59 PM UTC,4.7,5.3k,"Role Playing Games, Adventure, Role Playing Games",23/01/2019,5300
DRAGON QUEST BUILDERS 2 Season Pass (English Ver.),"SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/UP0082-CUSA11230_00-ASIASEASON000000,0.4,204,122.4,20/3/2024 03:59 PM UTC,4.14,21,Role Playing Games,12/07/2019,21
DLC Pack (Japanese Ver.),"SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/JP0082-CUSA10373_00-ASIA000000000005,0.4,204,122.4,20/3/2024 03:59 PM UTC,1.91,11,Role Playing Games,30/05/2019,11
DLC Pack (Chinese/Korean Ver.),"SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/HP0082-CUSA13561_00-0000000000000002,0.4,204,122.4,20/3/2024 03:59 PM UTC,4.5,42,Role Playing Games,30/05/2019,42
DLC1: JAPANESE STYLE (Japanese Ver.),"SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/JP0082-CUSA10373_00-ASIADLC000000001,0.4,48,28.8,20/3/2024 03:59 PM UTC,5,3,Role Playing Games,28/02/2019,0
DLC1: JAPANESE STYLE (Chinese/Korean Ver.),"SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/HP0082-CUSA13561_00-CREATERECIPE0000,0.4,48,28.8,20/3/2024 03:59 PM UTC,4.81,185,Role Playing Games,28/02/2019,185
DRAGON QUEST BUILDERS 2 - Aquarium Pack (English Ver.),"SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/UP0082-CUSA11230_00-ASIATESYSTEM0000,0.4,78,46.8,20/3/2024 03:59 PM UTC,4,13,Role Playing Games,29/07/2019,13
DLC2: Aquarium (Japanese Ver.),"SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/JP0082-CUSA10373_00-ASIACREATESYSTEM,0.4,78,46.8,20/3/2024 03:59 PM UTC,4.2,5,Role Playing Games,28/03/2019,0
DLC2: Aquarium (Chinese/Korean Ver.),"SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/HP0082-CUSA13561_00-CREATESYSTEM0000,0.4,78,46.8,20/3/2024 03:59 PM UTC,4.7,177,Role Playing Games,28/03/2019,177
DRAGON QUEST BUILDERS 2 - Modernist Pack (English Ver.),"SQUARE ENIX CO., LTD.",https://store.playstation.com/en-hk/product/UP0082-CUSA11230_00-ASIATERECIPE0014,0.4,78,46.8,20/3/2024 03:59 PM UTC,4,14,Role Playing Games,29/07/2019,14
