Title,Publisher,Link,DiscountPCT,OriginalPrice,DiscountPrice,Discount_Endtime,Rating,Rating_count,Genre,ReleaseDate,Rating_Count
"Borderlands 3: Guns, Love, and Tentacles PS4™ &  PS5™ (English/Chinese/Korean/Japanese Ver.)",2K,https://store.playstation.com/en-hk/product/UP1001-PPSA01462_00-00000ONGSIEADLC2,0.33,117,78.39,28/2/2024 03:59 PM UTC,0,0,"Action, Action, Shooter",11/11/2020,0
"Borderlands 3: Guns, Love, and Tentacles (English/Chinese/Korean/Japanese Ver.)",Take Two Interactive Software UK Limited,https://store.playstation.com/en-hk/product/UP1001-CUSA07823_00-ASIA000000000006,0.33,117,78.39,28/2/2024 03:59 PM UTC,4.76,80,Shooter,26/03/2020,80
Borderlands 3: Moxxi's Heist of the Handsome Jackpot PS4™ &  PS5™ (English/Chinese/Korean/Japanese Ver.),2K,https://store.playstation.com/en-hk/product/UP1001-PPSA01462_00-00000ONGSIEADLC1,0.33,117,78.39,28/2/2024 03:59 PM UTC,0,0,"Shooter, Shooter",11/11/2020,0
Moxxi's Heist of the Handsome Jackpot (English/Chinese/Korean/Japanese Ver.),Take Two Interactive Software UK Limited,https://store.playstation.com/en-hk/product/UP1001-CUSA07823_00-ASIA000000000005,0.33,117,78.39,28/2/2024 03:59 PM UTC,4.76,146,Shooter,19/12/2019,146
Borderlands 3: Psycho Krieg and the Fantastic Fustercluck PS4™ &  PS5™ (English/Chinese/Korean/Japanese Ver.),2K,https://store.playstation.com/en-hk/product/UP1001-PPSA01462_00-00000ONGSIEADLC4,0.33,117,78.39,28/2/2024 03:59 PM UTC,0,0,"Action, Action, Shooter",11/11/2020,0
"Mount & Blade II: Bannerlord (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",PLAION,https://store.playstation.com/en-hk/product/HP4062-PPSA07097_00-5893162273264820,0.7,398,119.4,28/2/2024 03:59 PM UTC,4.23,3.1k,Role Playing Games,24/10/2022,3100
"Assassin’s Creed® Valhalla + Immortals Fenyx Rising™ Bundle (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",UBISOFT,https://store.playstation.com/en-hk/product/JP0001-PPSA01504_00-ACVIFRBUNDLE0000,0.8,859,171.8,28/2/2024 03:59 PM UTC,4.19,46k,Role Playing Games,16/03/2021,46000
"Assassin's Creed Valhalla Ragnarök Edition PS4 & PS5 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",UBISOFT,https://store.playstation.com/en-hk/product/JP0001-PPSA01504_00-EDITIONYEAR20000,0.75,728,182,28/2/2024 03:59 PM UTC,4.19,46k,Role Playing Games,09/03/2022,46000
"Dead Island 2 Deluxe Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Deep Silver,https://store.playstation.com/en-hk/product/EP4062-PPSA03099_00-DI2HELLAPS5SIEE0,0.45,588,323.4,28/2/2024 03:59 PM UTC,4.4,5.9k,"Action, Adventure, Action",20/04/2023,5900
DEAD ISLAND 2 EXPANSION PASS (English/Chinese/Korean/Japanese Ver.),Deep Silver,https://store.playstation.com/en-hk/product/EP4062-PPSA03099_00-DI20EXP0PS50SIEE,0.4,235,141,28/2/2024 03:59 PM UTC,5,2,"Action, Adventure, Action",03/05/2023,0
Dead Island 2 - Haus (English/Chinese/Korean Ver.),Deep Silver,https://store.playstation.com/en-hk/product/EP4062-PPSA03099_00-DI2SE1PS5SIEE000,0.25,114,85.5,28/2/2024 03:59 PM UTC,3.33,3,"Action, Adventure, Action",02/11/2023,0
ONE PIECE: PIRATE WARRIORS 4 - Deluxe Edition (Chinese/Korean Ver.),Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-CUSA16646_00-ASIADX0000000000,0.7,449,134.7,28/2/2024 03:59 PM UTC,4.66,7.4k,"Action, Adventure",25/03/2020,7400
ONE PIECE: PIRATE WARRIORS 4 Ultimate Edition (Game),Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-CUSA16646_00-OPPW4SDXEDITION0,0.5,699,349.5,28/2/2024 03:59 PM UTC,4.66,7.4k,"Action, Adventure",13/09/2023,7400
ONE PIECE: PIRATE WARRIORS 4 Additional Episodes Pack (Add-On),Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-CUSA16646_00-OPPW4EPISODEPAC1,0.2,59,47.2,28/2/2024 03:59 PM UTC,4.96,26,"Action, Adventure",13/09/2023,26
Titanfall™ 2: Ultimate Edition (English/Chinese Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA04027_00-ASIA000000000058,0.85,210,31.5,28/2/2024 03:59 PM UTC,4.54,111k,"Action, Adventure, Shooter",01/08/2017,111000
"Moving Out 2 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Team17 Digital Ltd,https://store.playstation.com/en-hk/product/EP4064-PPSA08206_00-1007908867100773,0.35,238,154.7,28/2/2024 03:59 PM UTC,4.28,903,Strategy,14/08/2023,903
"Super Robot Wars 30 (Simplified Chinese, Korean, Traditional Chinese)",Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-CUSA26237_00-SUPERROBOT30ASIA,0.65,529,185.15,28/2/2024 03:59 PM UTC,4.6,1.5k,"Role Playing Games, Strategy, Simulation",27/10/2021,1500
"Metro Exodus (Simplified Chinese, English, Korean, Traditional Chinese)",Deep Silver,https://store.playstation.com/en-hk/product/UP2047-PPSA02395_00-METROEXODUS0GEN9,0.85,238,35.7,28/2/2024 03:59 PM UTC,4.53,43k,"Action, Adventure, Shooter",18/06/2021,43000
"The Dark Pictures: Switchback VR (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Supermassive Games Ltd,https://store.playstation.com/en-hk/product/HP5960-PPSA09739_00-SUPERMASSIVESBVR,0.4,308,184.8,28/2/2024 03:59 PM UTC,4.1,1.3k,"Horror, Shooter, Action",15/03/2023,1300
"MotoGP™23 PS4 & PS5 (Simplified Chinese, English, Thai, Japanese, Traditional Chinese)",Milestone S.r.l.,https://store.playstation.com/en-hk/product/EP4356-PPSA10682_00-MOTOGP23FULLGAME,0.7,398,119.4,28/2/2024 03:59 PM UTC,3.1,1.1k,"Driving/Racing, Sport",07/06/2023,1100
"RIDE 5 (Simplified Chinese, English, Japanese, Traditional Chinese)",Milestone S.r.l.,https://store.playstation.com/en-hk/product/EP4356-PPSA04314_00-RIDE5FULLGAME000,0.4,468,280.8,28/2/2024 03:59 PM UTC,4.24,330,Driving/Racing,23/08/2023,330
"RIDE 5 - Special Edition (Simplified Chinese, English, Japanese, Traditional Chinese)",Milestone S.r.l.,https://store.playstation.com/en-hk/product/EP4356-PPSA04314_00-RIDE5SPECEDITION,0.4,698,418.8,28/2/2024 03:59 PM UTC,4.24,330,Driving/Racing,20/08/2023,330
"Shadow of the Tomb Raider: Definitive Edition (Simplified Chinese, English, Korean, Traditional Chinese)",CRYSTAL DYNAMICS,https://store.playstation.com/en-hk/product/HP0700-CUSA11187_00-SET0000000000015,0.75,299,74.75,28/2/2024 03:59 PM UTC,4.43,55k,"Action, Adventure",04/11/2019,55000
"Dying Light 2 Stay Human – Ultimate Edition PS5 (Simplified Chinese, English, Korean, Traditional Chinese)",TECHLAND,https://store.playstation.com/en-hk/product/UP3050-PPSA02261_00-ULTIMATEEDITIOUS,0.34,698,460.68,28/2/2024 03:59 PM UTC,4.14,13k,Unique,03/02/2022,13000
"Dying Light 2 Stay Human PS4&PS5 (Simplified Chinese, English, Korean, Traditional Chinese)",TECHLAND,https://store.playstation.com/en-hk/product/UP3050-PPSA02261_00-DL2GAME0000000US,0.5,468,234,28/2/2024 03:59 PM UTC,4.14,13k,Unique,03/02/2022,13000
"HITMAN World of Assassination - Deluxe Edition (Simplified Chinese, English, Traditional Chinese)",IO INTERACTIVE,https://store.playstation.com/en-hk/product/UP4572-PPSA01768_00-WOADELUXEEDITION,0.55,798,359.1,28/2/2024 03:59 PM UTC,4.35,25k,Action,05/12/2023,25000
HITMAN 3 - Makeshift Pack (English/Chinese Ver.),IO INTERACTIVE,https://store.playstation.com/en-hk/product/UP4572-CUSA18201_00-000000000000EG02,0.3,38,26.6,28/2/2024 03:59 PM UTC,4.41,61,Action,26/01/2023,61
Sarajevo Six Campaign Pack (English/Chinese Ver.),IO INTERACTIVE,https://store.playstation.com/en-hk/product/UP4572-PPSA01768_00-000000H3SARAJEVO,0.3,38,26.6,28/2/2024 03:59 PM UTC,4,1,Action,17/08/2023,0
HITMAN 3 - Street Art Pack (English/Chinese Ver.),IO INTERACTIVE,https://store.playstation.com/en-hk/product/UP4572-CUSA18201_00-000000000000EG01,0.3,38,26.6,28/2/2024 03:59 PM UTC,4.02,57,Action,26/01/2023,57
Trinity Pack (English/Chinese Ver.),IO INTERACTIVE,https://store.playstation.com/en-hk/product/UP4572-PPSA01768_00-00000H3PREORDERB,0.3,38,26.6,28/2/2024 03:59 PM UTC,5,1,Action,17/08/2023,0
Nobody Saves the World - Frozen Hearth (English/Chinese/Korean/Japanese Ver.),DrinkBox Studios,https://store.playstation.com/en-hk/product/EP2145-PPSA03333_00-NSTWDLC010000000,0.5,38,19,28/2/2024 03:59 PM UTC,0,0,Adventure,13/09/2022,0
"WRC 10 - Deluxe Edition PS4 & PS5 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",NACON SA,https://store.playstation.com/en-hk/product/EP6665-PPSA03589_00-4408521904683684,0.8,398,79.6,28/2/2024 03:59 PM UTC,3.83,1k,Driving/Racing,02/09/2021,1000
"Marvel's Guardians of the Galaxy PS4 & PS5 (Chinese/Korean Version) (Simplified Chinese, Korean, Traditional Chinese)",Eidos Interactive Corp,https://store.playstation.com/en-hk/product/HP0082-PPSA02827_00-7702232332695629,0.75,468,117,28/2/2024 03:59 PM UTC,4.58,13k,Action,25/10/2021,13000
"Marvel's Guardians of the Galaxy PS4 & PS5 (English/Japanese Version) (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Eidos Interactive Corp,https://store.playstation.com/en-hk/product/UP0082-PPSA01748_00-DXM0000000000001,0.75,468,117,28/2/2024 03:59 PM UTC,4.58,13k,Action,25/10/2021,13000
"DORAEMON STORY OF SEASONS: Friends of the Great Kingdom (Simplified Chinese, Korean, Traditional Chinese)",Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-PPSA02495_00-DRFM2MAIN,0.6,399,159.6,28/2/2024 03:59 PM UTC,4.61,64,Simulation,01/11/2022,64
"Sniper Elite 5 PS4™ & PS5™ (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",REBELLION DEVELOPMENTS LTD,https://store.playstation.com/en-hk/product/EP4529-PPSA04444_00-SNIPERELITE50000,0.65,468,163.8,28/2/2024 03:59 PM UTC,4.28,5.4k,"Fighting, Action",25/05/2022,5400
"Red Dead Redemption & Red Dead Redemption 2 Bundle (Simplified Chinese, English, Korean, Traditional Chinese)",Rockstar Games,https://store.playstation.com/en-hk/product/UP1004-CUSA36842_00-REDDEADREDEMPBDL,0.4,798,478.8,28/2/2024 03:59 PM UTC,4.76,4.7k,Action,17/08/2023,4700
New Sakura Wars (Chinese Ver.),SEGA CORPORATION,https://store.playstation.com/en-hk/product/HP0177-CUSA13384_00-ASIAFULLGAME0000,0.8,428,85.6,28/2/2024 03:59 PM UTC,4.57,2.8k,"Action, Adventure, Role Playing Games",11/12/2019,2800
"Cities: Skylines - Remastered (Simplified Chinese, English, Korean)",PARADOX INTERACTIVE AB,https://store.playstation.com/en-hk/product/EP4139-PPSA09192_00-CITIESSKYLINESEU,0.75,308,77,28/2/2024 03:59 PM UTC,4.59,774,Simulation,15/02/2023,774
"Syberia - The World Before (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",RIPPLES ASIA VENTURE PTE LTD,https://store.playstation.com/en-hk/product/UP1475-PPSA02777_00-SYBERIA4PS5000US,0.7,308,92.4,28/2/2024 03:59 PM UTC,4.57,277,Adventure,11/12/2023,277
"Sniper Elite 4 Digital Deluxe Edition (Simplified Chinese, English, Japanese, Traditional Chinese)",REBELLION DEVELOPMENTS LTD,https://store.playstation.com/en-hk/product/EP4529-CUSA04099_00-SNIPERELITE4DDE0,0.9,698,69.8,28/2/2024 03:59 PM UTC,4.36,31k,"Adventure, Adventure, Shooter",18/11/2020,31000
"MOBILE SUIT GUNDAM EXTREME VS. MAXIBOOST ON (Korean, Traditional Chinese)",Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-CUSA15005_00-EXTREMEVSMBONPKG,0.81,509,96.71,28/2/2024 03:59 PM UTC,4.45,8.6k,Action,29/07/2020,8600
"Tiny Tina's Wonderlands: Next-Level Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",2K,https://store.playstation.com/en-hk/product/UP1001-PPSA01492_00-TTWSSTANDPS5SIEA,0.75,548,137,28/2/2024 03:59 PM UTC,4.05,5.7k,Shooter,24/03/2022,5700
TOMB RAIDER DEFINITIVE EDITION full game (English/Chinese/Korean Ver.),CRYSTAL DYNAMICS,https://store.playstation.com/en-hk/product/HP0082-CUSA00302_00-000000TOMBRAIDER,0.8,198,39.6,28/2/2024 03:59 PM UTC,4.7,73k,"Action, Adventure",27/01/2014,73000
"Project Wingman: Frontline 59 (Simplified Chinese, English, Korean, Japanese)",Humble Games,https://store.playstation.com/en-hk/product/UP3864-PPSA07484_00-PROJECTWINGMAN0A,0.2,238,190.4,28/2/2024 03:59 PM UTC,2.66,939,Arcade,03/10/2023,939
"Moss and Moss: Book II Bundle (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Polyarc,https://store.playstation.com/en-hk/product/UP1983-PPSA09677_00-MOSSXMOSS2BUNDLE,0.35,238,154.7,28/2/2024 03:59 PM UTC,4.81,1k,"Action, Adventure, Puzzle",21/02/2023,1000
"Moss: Book II (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Polyarc,https://store.playstation.com/en-hk/product/UP1983-PPSA09677_00-1617586937196546,0.35,148,96.2,28/2/2024 03:59 PM UTC,4.81,1k,"Action, Adventure, Puzzle",21/02/2023,1000
WWE 2K23 Deluxe Edition (English),2K,https://store.playstation.com/en-hk/product/UP1001-PPSA08105_00-DELUXE0000000000,0.7,788,236.4,28/2/2024 03:59 PM UTC,4.34,6.3k,Action,13/03/2023,6300
"Sid Meier’s Civilization® VI Anthology (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Take Two Interactive Software UK Limited,https://store.playstation.com/en-hk/product/UP1001-CUSA15322_00-CIV6ANTHLGY00000,0.65,548,191.8,28/2/2024 03:59 PM UTC,3.94,8.7k,"Strategy, Role Playing Games, Unique",12/07/2021,8700
"Sid Meier’s Civilization® VI Platinum Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Take Two Interactive Software UK Limited,https://store.playstation.com/en-hk/product/UP1001-CUSA15322_00-CIV6PLATINUM0000,0.75,379,94.75,28/2/2024 03:59 PM UTC,3.94,8.7k,"Strategy, Role Playing Games, Unique",26/07/2021,8700
Civilization VI - New Frontier Pass (English/Chinese/Korean/Japanese Ver.),Take Two Interactive Software UK Limited,https://store.playstation.com/en-hk/product/UP1001-CUSA15322_00-ASIA000000000002,0.6,310,124,28/2/2024 03:59 PM UTC,3.84,44,Role Playing Games,21/05/2020,44
Rise of the Tomb Raider: 20 Year Celebration (Chinese/Korean Ver.),CRYSTAL DYNAMICS,https://store.playstation.com/en-hk/product/HP0700-CUSA06059_00-RISEOFTOMBRAIDER,0.8,267,53.4,28/2/2024 03:59 PM UTC,4.48,81k,"Action, Role Playing Games",10/10/2016,81000
"Anno 1800™ Console Edition - Standard (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",UBISOFT,https://store.playstation.com/en-hk/product/JP0001-PPSA04720_00-ANNO1800PS000000,0.5,308,154,28/2/2024 03:59 PM UTC,4.52,612,"Simulation, Strategy",15/03/2023,612
"Anno 1800™ Console Edition - Deluxe (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",UBISOFT,https://store.playstation.com/en-hk/product/JP0001-PPSA04720_00-ANNODELUXE000000,0.5,388,194,28/2/2024 03:59 PM UTC,4.52,612,"Simulation, Strategy",15/03/2023,612
Unravel Yarny Bundle (English Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA10483_00-ASIA000000000003,0.8,210,42,28/2/2024 03:59 PM UTC,4.4,10k,"Adventure, Adventure, Puzzle",24/07/2018,10000
Battlefield™ 1 Revolution (English/Chinese Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA02429_00-ASIA000000000036,0.9,310,31,28/2/2024 03:59 PM UTC,4.51,164k,"Shooter, Shooter",21/08/2017,164000
"Assassin's Creed Unity - Digital Standard Edition (English, Korean, Traditional Chinese)",Ubisoft Entertainment,https://store.playstation.com/en-hk/product/EP0001-CUSA00605_00-ASIA0000FULLGAME,0.7,198,59.4,28/2/2024 03:59 PM UTC,4.18,60k,"Action, Adventure, Role Playing Games",12/11/2014,60000
Shadow of the Colossus™ (English/Chinese/Korean Ver.),Sony Interactive Entertainment,https://store.playstation.com/en-hk/product/HP9000-CUSA08804_00-SOTC0000000000AS,0.5,198,99,28/2/2024 03:59 PM UTC,4.37,45k,"Action, Adventure",05/02/2018,45000
"HOT WHEELS UNLEASHED™ 2 - Turbocharged PS4 & PS5 (Simplified Chinese, English, Thai, Japanese, Traditional Chinese)",Milestone S.r.l.,https://store.playstation.com/en-hk/product/EP4356-PPSA09285_00-HWU2TURBOCHARGED,0.4,398,238.8,28/2/2024 03:59 PM UTC,4.3,318,"Arcade, Driving/Racing",18/10/2023,318
"The Legend of Tianding (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",NEON DOCTRINE,https://store.playstation.com/en-hk/product/HP6885-PPSA07262_00-3024715991030554,0.45,148,81.4,28/2/2024 03:59 PM UTC,4.55,84,"Adventure, Action",18/01/2023,84
"Mortal Kombat 11 Ultimate PS4 & PS5 (Simplified Chinese, English)",Warner Bros. Interactive,https://store.playstation.com/en-hk/product/UP1018-PPSA01617_00-MK11ULTIMATEKOLL,0.8,468,93.6,28/2/2024 03:59 PM UTC,4.51,69k,"Fighting, Unique",17/11/2020,69000
"Mortal Kombat 11 Ultimate + Injustice 2 Leg. Edition Bundle (Simplified Chinese, English)",Warner Bros. Interactive,https://store.playstation.com/en-hk/product/UP1018-CUSA11395_00-MK11UEINJ2LE0000,0.9,780,78,28/2/2024 03:59 PM UTC,4.51,69k,Fighting,15/03/2021,69000
Mileena (English/Chinese Ver.),Warner Bros. Interactive,https://store.playstation.com/en-hk/product/UP1018-CUSA11395_00-MILCHARACTER0000,0.65,47,16.45,28/2/2024 03:59 PM UTC,4.43,2.8k,"Fighting, Unique",17/11/2020,2800
Nightwolf (English/Chinese Ver.),Warner Bros. Interactive,https://store.playstation.com/en-hk/product/UP1018-PPSA01617_00-NITCHARACTER0000,0.65,47,16.45,28/2/2024 03:59 PM UTC,0,0,Fighting,17/11/2020,0
Rain (English/Chinese Ver.),Warner Bros. Interactive,https://store.playstation.com/en-hk/product/UP1018-PPSA01617_00-RANCHARACTER0000,0.65,47,16.45,28/2/2024 03:59 PM UTC,0,0,"Fighting, Unique",17/11/2020,0
Shang Tsung (English/Chinese Ver.),Warner Bros. Interactive,https://store.playstation.com/en-hk/product/UP1018-PPSA01617_00-SHTCHARACTER0000,0.65,47,16.45,28/2/2024 03:59 PM UTC,0,0,Fighting,17/11/2020,0
Shao Kahn (English/Chinese Ver.),Warner Bros. Interactive,https://store.playstation.com/en-hk/product/UP1018-PPSA01617_00-SHACHARACTER0000,0.65,47,16.45,28/2/2024 03:59 PM UTC,5,1,Fighting,17/11/2020,0
Need for Speed™ Payback (English/Chinese Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA05999_00-ASIAPLACEHOLDER0,0.9,210,21,28/2/2024 03:59 PM UTC,4.02,61k,Driving/Racing,09/11/2017,61000
BAYONETTA ＆ VANQUISH (Chinese/Korean Ver.),SEGA CORPORATION,https://store.playstation.com/en-hk/product/HP0177-CUSA18982_00-ASPS000000000001,0.5,298,149,28/2/2024 03:59 PM UTC,4.64,361,Action,28/05/2020,361
Ghost Recon Breakpoint - Standard Edition (English/Chinese/Korean/Japanese Ver.),Ubisoft Entertainment,https://store.playstation.com/en-hk/product/JP0001-CUSA14360_00-ASIATGTSTD000000,0.8,468,93.6,28/2/2024 03:59 PM UTC,4.13,48k,"Action, Shooter, Shooter",03/10/2019,48000
"Far Cry 5 (Simplified Chinese, English, Korean, Traditional Chinese)",Ubisoft Entertainment,https://store.playstation.com/en-hk/product/EP0001-CUSA05847_00-ASIAFARCRY5GAME0,0.75,428,107,28/2/2024 03:59 PM UTC,4.37,44k,"Action, Adventure, Shooter",26/03/2018,44000
"Atomic Heart - Premium Edition (PS4 & PS5) (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",4Divinity Pte Ltd,https://store.playstation.com/en-hk/product/UP4133-PPSA10696_00-ATOMICHEARTPRMED,0.4,858,514.8,28/2/2024 03:59 PM UTC,4.19,2k,"Action, Role Playing Games",20/02/2023,2000
"Atomic Heart (PS4 & PS5) (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",4Divinity Pte Ltd,https://store.playstation.com/en-hk/product/UP4133-PPSA10696_00-ATOMICHEARTGAME0,0.4,568,340.8,28/2/2024 03:59 PM UTC,4.19,2k,"Action, Role Playing Games",20/02/2023,2000
Atomic Heart - Atomic Pass (English/Chinese/Korean Ver.),4Divinity Pte Ltd,https://store.playstation.com/en-hk/product/UP4133-PPSA10696_00-ATOHATOMICPASSY0,0.25,308,231,28/2/2024 03:59 PM UTC,0,0,"Action, Role Playing Games",20/02/2023,0
JOJO'S BIZARRE ADVENTURE : Eyes of Heaven(PS4™) (Chinese Ver.),Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-CUSA03027_00-JOJOEOH000000000,0.85,479,71.85,28/2/2024 03:59 PM UTC,4.66,11k,"Action, Action",19/04/2016,11000
JOJO'S BIZARRE ADVENTURE : Eyes of Heaven(PS4®) (Japanese Ver.),Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/JP0700-CUSA02631_00-JOJOEOH000000000,0.85,479,71.85,28/2/2024 03:59 PM UTC,4.66,11k,"Action, Action",16/12/2015,11000
"SD GUNDAM BATTLE ALLIANCE PS4 & PS5 (Simplified Chinese, Korean, Traditional Chinese)",Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-PPSA05164_00-SDGUNBATTLEA0000,0.7,529,158.7,28/2/2024 03:59 PM UTC,4.17,990,"Shooter, Action, Role Playing Games",24/08/2022,990
"Watch Dogs: Legion - Ultimate Edition PS4 & PS5 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",UBISOFT,https://store.playstation.com/en-hk/product/JP0001-PPSA01489_00-WDLULTI000000000,0.8,878,175.6,28/2/2024 03:59 PM UTC,4.16,24k,"Action, Adventure, Unique",11/11/2020,24000
"Watch Dogs: Legion PS4 & PS5 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",UBISOFT,https://store.playstation.com/en-hk/product/JP0001-PPSA01489_00-ORWFULLGAME00000,0.85,468,70.2,28/2/2024 03:59 PM UTC,4.16,24k,"Action, Adventure, Unique",11/11/2020,24000
Watch Dogs: Legion - Season Pass (English/Chinese/Korean/Japanese Ver.),UBISOFT,https://store.playstation.com/en-hk/product/JP0001-PPSA01489_00-ORWSP00010000000,0.65,288,100.8,28/2/2024 03:59 PM UTC,0,0,Unique,11/11/2020,0
"River City Girls 2 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","ARC SYSTEM WORKS Co.,Ltd.",https://store.playstation.com/en-hk/product/JP0036-PPSA05555_00-RCG20000PS5JP000,0.3,228,159.6,28/2/2024 03:59 PM UTC,4.68,302,Action,30/11/2022,302
"「Assassin’s Creed Syndicate - Digital Gold Edition」+「Assassin’s Creed The Ezio Collection - Digital Standard Edition」Bundle (Simplified Chinese, English, Korean, Traditional Chinese)",Ubisoft Entertainment,https://store.playstation.com/en-hk/product/EP0001-CUSA04893_00-SYNDICATEEZIO000,0.75,595,148.75,28/2/2024 03:59 PM UTC,4.68,18k,"Adventure, Action, Unique",14/09/2020,18000
"Assassin's Creed The Ezio Collection (Simplified Chinese, English, Korean, Traditional Chinese)",Ubisoft Entertainment,https://store.playstation.com/en-hk/product/EP0001-CUSA04893_00-ASIA000000000000,0.7,268,80.4,28/2/2024 03:59 PM UTC,4.68,18k,"Action, Adventure",17/11/2016,18000
"DayZ (Simplified Chinese, English, Japanese, Traditional Chinese)",Bohemia Interactive a.s.,https://store.playstation.com/en-hk/product/EP2601-CUSA05645_00-DAYZ000000000001,0.4,398,238.8,28/2/2024 03:59 PM UTC,3.57,22k,"Adventure, Role Playing Games, Shooter",23/08/2020,22000
"Nioh Remastered – The Complete Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/JP0106-PPSA02464_00-NIOHCEPS50000000,0.5,398,199,28/2/2024 03:59 PM UTC,4.44,52k,"Action, Role Playing Games, Unique",03/02/2021,52000
Mafia III: Definitive Edition (English/Chinese/Korean/Japanese Ver.),Take Two Interactive Software UK Limited,https://store.playstation.com/en-hk/product/UP1001-CUSA03652_00-ASIA000000000008,0.67,229,75.57,28/2/2024 03:59 PM UTC,4.12,52k,"Action, Adventure",18/05/2020,52000
The Elder Scrolls V: Skyrim Anniversary Upgrade (English/Chinese Ver.),Bethesda Softworks,https://store.playstation.com/en-hk/product/HP1003-CUSA06351_00-SNOW010000000000,0.67,155,51.15,28/2/2024 03:59 PM UTC,3.85,112,"Role Playing Games, Action",15/09/2022,112
Fallout 4: Game of the Year Edition (English/Chinese Ver.),Bethesda Softworks,https://store.playstation.com/en-hk/product/HP1003-CUSA03701_00-0000000000000000,0.75,308,77,28/2/2024 03:59 PM UTC,4.65,107k,Role Playing Games,21/02/2018,107000
"Skyrim Anniversary Edition + Fallout 4 G.O.T.Y Bundle (Simplified Chinese, English, Traditional Chinese)",Bethesda Softworks,https://store.playstation.com/en-hk/product/HP1003-CUSA03701_00-FO4GOTYSKYRIM10Y,0.67,620,204.6,28/2/2024 03:59 PM UTC,4.65,107k,Role Playing Games,15/09/2022,107000
Fallout 4  - Season Pass (English/Chinese Ver.),Bethesda Softworks,https://store.playstation.com/en-hk/product/HP1003-CUSA03701_00-FALLSP0000000000,0.65,268,93.8,28/2/2024 03:59 PM UTC,4.41,1k,Role Playing Games,09/03/2016,1000
SUPER ROBOT WARS OG THE MOON DWELLERS (Chinese Ver.),Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-CUSA04712_00-SPRBWA25OGMD2016,0.81,509,96.71,28/2/2024 03:59 PM UTC,4.67,2k,Action,07/07/2016,2000
"Green Hell (Simplified Chinese, English, Korean, Thai, Japanese, Traditional Chinese)",Creepy Jar S.A.,https://store.playstation.com/en-hk/product/EP6468-CUSA26347_00-3105465408023069,0.5,108,54,28/2/2024 03:59 PM UTC,4.03,2.9k,"Action, Adventure, Simulator",14/09/2021,2900
